COMPANY,EXPERIENCE,LOCATION,TITLE,SALARY,SKILLS,CATEGORY
Dell Technologies,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,R,Languages
Siemens,8 - 10 yrs,Delhi-NCR,Data Scientist,2500000,R,Languages
AddWiz Business Consulting,8 - 10 yrs,Delhi-NCR,Data Scientist,2400000,Flask,Frameworks
Visa,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,Python,Languages
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2500000,R,Languages
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2700000,R,Languages
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,Azure,Cloud
Genpact,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,SQL,Languages
Schneider Electric,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,SQL,Languages
KPMG,8 - 10 yrs,Delhi-NCR,Data Scientist,2000000,SQL,Languages
Siemens,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,R,Languages
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,SQL,Languages
Google,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,R,Languages
Visa,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,SQL,Languages
Invesco (India) Pvt Ltd,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,R,Languages
Allegis Services India Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2700000,SQL,Languages
Allegis Services India Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,SQL,Languages
Accenture,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,PowerBI,Tools
Assimilate Solutions,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,SQL,Languages
Adecco India Private Limited,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,SQL,Languages
Megara InfoTech Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2200000,SQL,Languages
Allegis Services India Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2900000,SQL,Languages
Cardinal Drugs Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,SQL,Languages
Design cafe,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,SQL,Languages
Disha Consultants,8 - 10 yrs,Delhi-NCR,Data Scientist,2500000,SQL,Languages
Regalix India Pvt Ltd,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,R,Languages
Institutional Shareholder Services,8 - 10 yrs,Delhi-NCR,Data Scientist,3000000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2800000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,1600000,SQL,Languages
MG GLOBAL,8 - 10 yrs,Delhi-NCR,Data Scientist,2000000,SQL,Languages
Impetus,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,PowerBI,Tools
Shell,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,MongoDB,Databases
Aeries Technology Group,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,AWS,Cloud
ATG BUSINESS SOLUTIONS PRIVATE LIMITED,8 - 10 yrs,Delhi-NCR,Data Scientist,2400000,MongoDB,Databases
Infoblox,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,SQL,Languages
Balbix,8 - 10 yrs,Delhi-NCR,Data Scientist,2000000,SQL,Languages
COFFER INTERNET SERVICES PRIVATE LIMITED,8 - 10 yrs,Delhi-NCR,Data Scientist,2700000,MongoDB,Databases
Grab,8 - 10 yrs,Delhi-NCR,Data Scientist,2900000,SQL,Languages
Bobble App,8 - 10 yrs,Delhi-NCR,Data Scientist,2600000,SQL,Languages
Thomson Reuters,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,SQL,Languages
Infoblox,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,MongoDB,Databases
Forte Research Systems Private Limited,8 - 10 yrs,Delhi-NCR,Data Scientist,2400000,SQL,Languages
CoStrategix Technologies Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,1600000,Python,Languages
EZETAP MOBILE SOLUTIONS PVT. LTD,8 - 10 yrs,Delhi-NCR,Data Scientist,3000000,SQL,Languages
Logward,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,SQL,Languages
KCube Consultancy Services Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,Excel,Tools
newscorp,8 - 10 yrs,Delhi-NCR,Data Scientist,2900000,SQL,Languages
CareerXperts Consulting,8 - 10 yrs,Delhi-NCR,Data Scientist,1600000,Python,Languages
Xpheno,8 - 10 yrs,Delhi-NCR,Data Scientist,1600000,Python,Languages
ParallelStack Sytems,8 - 10 yrs,Delhi-NCR,Data Scientist,2000000,MongoDB,Databases
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,Python,Languages
AutoCAD,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,Spark,Tools
Brillio,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,SQL,Languages
E&Y,8 - 10 yrs,Delhi-NCR,Data Scientist,2800000,Tableau,Tools
Twilio,8 - 10 yrs,Delhi-NCR,Data Scientist,2700000,Azure,Cloud
Maintec Technologies,8 - 10 yrs,Delhi-NCR,Data Scientist,2200000,Flask,Frameworks
CloudThat Technologies Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,R,Languages
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2500000,Python,Languages
Azuga Telematics,8 - 10 yrs,Delhi-NCR,Data Scientist,2000000,Python,Languages
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,Python,Languages
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,3000000,MongoDB,Databases
Philips,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,Flask,Frameworks
HCL Technologies,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,R,Languages
Genpact,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,Flask,Frameworks
Accenture,8 - 10 yrs,Delhi-NCR,Data Scientist,2600000,MongoDB,Databases
CRED,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,Oracle,Cloud
Accenture,8 - 10 yrs,Delhi-NCR,Data Scientist,1600000,PowerBI,Tools
Harmony Data Integration Technologies,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,Python,Languages
Team4Progress,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,Spark,Tools
TLM Inside Sales Support Pvt Ltd,8 - 10 yrs,Delhi-NCR,Data Scientist,2400000,Azure,Cloud
EPAM Systems,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,Flask,Frameworks
Biofourmis India Private Limited,8 - 10 yrs,Delhi-NCR,Data Scientist,2600000,Flask,Frameworks
Course5,8 - 10 yrs,Delhi-NCR,Data Scientist,3000000,MongoDB,Databases
CLEAN HARBORS INDIA LLP,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,Flask,Frameworks
Quinbay Technology,8 - 10 yrs,Delhi-NCR,Data Scientist,2500000,MongoDB,Databases
Automation Anywhere,8 - 10 yrs,Delhi-NCR,Data Scientist,2600000,Excel,Tools
BGRS,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,Flask,Frameworks
Beroe,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,R,Languages
Impartus Innovations Private Limited,8 - 10 yrs,Delhi-NCR,Data Scientist,2200000,Oracle,Cloud
National Geographic,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,Azure,Cloud
Bloom Consulting Services,8 - 10 yrs,Delhi-NCR,Data Scientist,2000000,Python,Languages
Apna Recruiter,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,MongoDB,Databases
ENFUSE SOLUTIONS PRIVATE LIMITED,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,Python,Languages
Talent Zone Consultant,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,Excel,Tools
Beroe,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,Flask,Frameworks
"E2open, LLC",8 - 10 yrs,Delhi-NCR,Data Scientist,2900000,Flask,Frameworks
Multi Recruit,8 - 10 yrs,Delhi-NCR,Data Scientist,2700000,Flask,Frameworks
Rehoboth Academic Services,8 - 10 yrs,Delhi-NCR,Data Scientist,2700000,Flask,Frameworks
Arena Investors LP,8 - 10 yrs,Delhi-NCR,Data Scientist,2500000,MongoDB,Databases
Vision Beyond Resources India Private Limited,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,AWS,Cloud
Accenture,8 - 10 yrs,Delhi-NCR,Data Scientist,2600000,MongoDB,Databases
Aspire Recruitment Solutions,8 - 10 yrs,Delhi-NCR,Data Scientist,2500000,Flask,Frameworks
Accenture,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,Flask,Frameworks
Lead Data Engineer,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,AWS,Cloud
Sequoia Consulting Group,8 - 10 yrs,Delhi-NCR,Data Scientist,2700000,Flask,Frameworks
Anicalls,8 - 10 yrs,Delhi-NCR,Data Scientist,2600000,Flask,Frameworks
Target,8 - 10 yrs,Delhi-NCR,Data Scientist,2500000,Excel,Tools
Allegis Services India Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,Python,Languages
CareerXperts Consulting,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,AWS,Cloud
Accenture,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,Flask,Frameworks
ANBLICKS CLOUD DATA ENGG PRIVATE LIMITED,8 - 10 yrs,Delhi-NCR,Data Scientist,2000000,Flask,Frameworks
Cantik technologies pvt ltd,8 - 10 yrs,Delhi-NCR,Data Scientist,2200000,Oracle,Cloud
MatchMove India Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,Excel,Tools
INOVARTECH PRIVATE LIMITED,8 - 10 yrs,Delhi-NCR,Data Scientist,2400000,MongoDB,Databases
Abzooba India Infotech Private Limited,8 - 10 yrs,Delhi-NCR,Data Scientist,2600000,AWS,Cloud
Gigamon Inc.,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,Flask,Frameworks
Coforge,8 - 10 yrs,Delhi-NCR,Data Scientist,2800000,AWS,Cloud
ANI Technologies Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2200000,AWS,Cloud
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Delhi-NCR,Data Scientist,3000000,Flask,Frameworks
Optum,8 - 10 yrs,Delhi-NCR,Data Scientist,2800000,PowerBI,Tools
Optum,8 - 10 yrs,Delhi-NCR,Data Scientist,2400000,AWS,Cloud
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2800000,Flask,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,PowerBI,Tools
Accenture,8 - 10 yrs,Delhi-NCR,Data Scientist,2800000,Python,Languages
Accenture,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,Flask,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2600000,Flask,Frameworks
Maven Wave Partners India Pvt. Ltd,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,Python,Languages
Accenture,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,Excel,Tools
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,1600000,Tableau,Tools
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,Flask,Frameworks
Brillio,8 - 10 yrs,Delhi-NCR,Data Scientist,2800000,Python,Languages
Tide Software,8 - 10 yrs,Delhi-NCR,Data Scientist,2500000,Flask,Frameworks
Premier Consultants,8 - 10 yrs,Delhi-NCR,Data Scientist,2000000,Flask,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2900000,Excel,Tools
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2400000,Flask,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,Flask,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,Oracle,Cloud
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2700000,Azure,Cloud
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,Flask,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,MongoDB,Databases
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2400000,AWS,Cloud
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2800000,Azure,Cloud
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2800000,Flask,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,AWS,Cloud
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,Flask,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,Flask,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2900000,R,Languages
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2000000,Flask,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,R,Languages
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2800000,Flask,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,Flask,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Data Scientist,2800000,Python,Languages
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Delhi-NCR,Data Scientist,2000000,MongoDB,Databases
TalentStack,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,MongoDB,Databases
TALCHEMY SOLUTIONS LLP,8 - 10 yrs,Delhi-NCR,Data Scientist,2400000,Flask,Frameworks
Nihilent,8 - 10 yrs,Delhi-NCR,Data Scientist,3000000,Flask,Frameworks
Incuspaze Solutions Private Limited,8 - 10 yrs,Delhi-NCR,Data Scientist,2400000,Python,Languages
CompuCom,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,Azure,Cloud
Search Advisers Services ( GUJ ) Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2800000,Flask,Frameworks
Parekh Integrated Services Pvt Ltd,8 - 10 yrs,Delhi-NCR,Data Scientist,1900000,SQL,Languages
Anicalls,8 - 10 yrs,Delhi-NCR,Data Scientist,2000000,SQL,Languages
Impetus,8 - 10 yrs,Delhi-NCR,Data Scientist,1700000,MongoDB,Databases
BNY Mellon,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,SQL,Languages
E-Connect Solutions Pvt. Ltd,8 - 10 yrs,Delhi-NCR,Data Scientist,2800000,Excel,Tools
Pataa Navigations Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2500000,AWS,Cloud
DST Worldwide Services India Pvt. Ltd,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,Python,Languages
RF Managed Services India Pvt Ltd,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,PowerBI,Tools
AECOM,8 - 10 yrs,Delhi-NCR,Data Scientist,2700000,AWS,Cloud
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,1800000,Python,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2200000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2100000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Data Scientist,2300000,Azure,Cloud
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1200000,Python,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1700000,AWS,Cloud
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1900000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1200000,R,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1700000,Excel,Tools
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1800000,Python,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1700000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1400000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1300000,AWS,Cloud
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1600000,AWS,Cloud
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1900000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1200000,Python,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1600000,R,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1500000,Excel,Tools
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,2000000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,2000000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1600000,AWS,Cloud
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1900000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1900000,R,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1300000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1600000,NoSQL,Languages
Jubilant Foodworks,8 - 10 yrs,Delhi-NCR,Consultant,1500000,SQL,Languages
Exxon Mobil Corporation,8 - 10 yrs,Delhi-NCR,Consultant,1300000,Excel,Tools
Educational Initiatives,8 - 10 yrs,Delhi-NCR,Consultant,1700000,Tableau,Tools
Calsoft,8 - 10 yrs,Delhi-NCR,Consultant,1800000,SQL,Languages
Coforge,8 - 10 yrs,Delhi-NCR,Consultant,1300000,NoSQL,Languages
Enquero,8 - 10 yrs,Delhi-NCR,Consultant,1500000,AWS,Cloud
"Cloudera, Inc.",8 - 10 yrs,Delhi-NCR,Consultant,1700000,SQL,Languages
IBM,8 - 10 yrs,Delhi-NCR,Consultant,1700000,SQL,Languages
IBM,8 - 10 yrs,Delhi-NCR,Consultant,1900000,SQL,Languages
IBM,8 - 10 yrs,Delhi-NCR,Consultant,1900000,SQL,Languages
Tech Mahindra,8 - 10 yrs,Delhi-NCR,Consultant,1200000,R,Languages
NTT Data Business Solutions Pvt Ltd,8 - 10 yrs,Delhi-NCR,Consultant,1500000,SQL,Languages
IBM,8 - 10 yrs,Delhi-NCR,Consultant,1900000,Python,Languages
ASM Technologies,8 - 10 yrs,Delhi-NCR,Consultant,1700000,R,Languages
Harsco Global Service Centre,8 - 10 yrs,Delhi-NCR,Consultant,1700000,SQL,Languages
TeamLease Digital Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1900000,Python,Languages
Razorpay,8 - 10 yrs,Delhi-NCR,Consultant,1700000,Azure,Cloud
Razorpay,8 - 10 yrs,Delhi-NCR,Consultant,1700000,Python,Languages
IBM,8 - 10 yrs,Delhi-NCR,Consultant,1500000,Python,Languages
Accenture,8 - 10 yrs,Delhi-NCR,Consultant,1800000,R,Languages
Accenture,8 - 10 yrs,Delhi-NCR,Consultant,1900000,Excel,Tools
Accenture,8 - 10 yrs,Delhi-NCR,Consultant,1400000,AWS,Cloud
AdviserLogic,8 - 10 yrs,Delhi-NCR,Consultant,1400000,SQL,Languages
CHANGE LEADERS CONSULTING,8 - 10 yrs,Delhi-NCR,Consultant,1400000,Python,Languages
Snaphunt,8 - 10 yrs,Delhi-NCR,Consultant,1400000,Tableau,Tools
Anlage Infotech (I) Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1400000,Python,Languages
StateStreet Global Advisor Pvt Ltd,8 - 10 yrs,Delhi-NCR,Consultant,1300000,SQL,Languages
IDC TECHNOLOGIES SOLUTIONS INDIA PVT LIMITED,8 - 10 yrs,Delhi-NCR,Consultant,1500000,Azure,Cloud
Optum,8 - 10 yrs,Delhi-NCR,Consultant,1900000,R,Languages
INFOWEB,8 - 10 yrs,Delhi-NCR,Consultant,1400000,Excel,Tools
Rich Graviss Products,8 - 10 yrs,Delhi-NCR,Consultant,1300000,AWS,Cloud
Vserve,8 - 10 yrs,Delhi-NCR,Consultant,1800000,Python,Languages
NSM Services Private Limited,8 - 10 yrs,Delhi-NCR,Consultant,1800000,Python,Languages
Sterling Check,8 - 10 yrs,Delhi-NCR,Consultant,1200000,SQL,Languages
Centroid Systems,8 - 10 yrs,Delhi-NCR,Consultant,1300000,SQL,Languages
Aspire Recruitment Solutions,8 - 10 yrs,Delhi-NCR,Consultant,1600000,NoSQL,Languages
Eli Lilly and Company,8 - 10 yrs,Delhi-NCR,Consultant,1900000,Excel,Tools
TRH Consultancy Services,8 - 10 yrs,Delhi-NCR,Consultant,1600000,R,Languages
VMULTIPLY SOLUTIONS,8 - 10 yrs,Delhi-NCR,Consultant,1700000,Excel,Tools
AlphaSense,8 - 10 yrs,Delhi-NCR,Consultant,1700000,R,Languages
Oportun Inc,8 - 10 yrs,Delhi-NCR,Consultant,1300000,R,Languages
MINDBODY,8 - 10 yrs,Delhi-NCR,Consultant,1900000,Azure,Cloud
MINDBODY,8 - 10 yrs,Delhi-NCR,Consultant,1500000,R,Languages
Oportun Inc,8 - 10 yrs,Delhi-NCR,Consultant,1800000,R,Languages
Simplicity First,8 - 10 yrs,Delhi-NCR,Consultant,1600000,R,Languages
IFI Techsolutions,8 - 10 yrs,Delhi-NCR,Consultant,2000000,Python,Languages
TeamPlus Staffing Solution Pvt Ltd,8 - 10 yrs,Delhi-NCR,Consultant,1600000,AWS,Cloud
Seven Consultancy (HR Solution),8 - 10 yrs,Delhi-NCR,Consultant,1500000,AWS,Cloud
Jeavio (India) Pvt. Ltd.,8 - 10 yrs,Delhi-NCR,Consultant,1200000,Azure,Cloud
Anicalls,8 - 10 yrs,Delhi-NCR,Consultant,1700000,R,Languages
Zepto,8 - 10 yrs,Delhi-NCR,Consultant,1900000,Azure,Cloud
Eagle Genomics Ltd,8 - 10 yrs,Delhi-NCR,Consultant,1600000,Excel,Tools
InApp,8 - 10 yrs,Delhi-NCR,Consultant,1700000,Python,Languages
Abzooba India Infotech Private Limited,8 - 10 yrs,Delhi-NCR,Consultant,1400000,Python,Languages
Gadgeon Smart Systems Pvt Limited,8 - 10 yrs,Delhi-NCR,Software Engineer,2200000,Angular,Frameworks
C1X Inc.,8 - 10 yrs,Delhi-NCR,Software Engineer,2000000,Angular,Frameworks
VEGA Intellisoft Private Limited,8 - 10 yrs,Delhi-NCR,Software Engineer,2500000,JavaScript,Languages
OrientSwiss,8 - 10 yrs,Delhi-NCR,Software Engineer,2400000,Node.js,Frameworks
FabHotel Aay Kay Model Town,8 - 10 yrs,Delhi-NCR,Software Engineer,2100000,JavaScript,Languages
ACI Infotech,8 - 10 yrs,Delhi-NCR,Software Engineer,2300000,Node.js,Frameworks
Priceline.com,8 - 10 yrs,Delhi-NCR,Software Engineer,2800000,C,Languages
Snaphunt,8 - 10 yrs,Delhi-NCR,Software Engineer,2800000,Node.js,Frameworks
Pattern,8 - 10 yrs,Delhi-NCR,Software Engineer,2600000,JavaScript,Languages
In2M Technologies Pvt Ltd,8 - 10 yrs,Delhi-NCR,Software Engineer,2500000,AWS,Cloud
Gigamon Inc.,8 - 10 yrs,Delhi-NCR,Software Engineer,2700000,JavaScript,Languages
2Coms,8 - 10 yrs,Delhi-NCR,Software Engineer,2300000,AWS,Cloud
Micron Tech,8 - 10 yrs,Delhi-NCR,Software Engineer,2300000,Node.js,Frameworks
VME VHIRE SOLUTIONS PRIVATE LIMITED,8 - 10 yrs,Delhi-NCR,Software Engineer,2700000,Node.js,Frameworks
KWALEE INDIA PRIVATE LIMITED,8 - 10 yrs,Delhi-NCR,Software Engineer,2700000,Node.js,Frameworks
Cartesian Consulting Private Limited,8 - 10 yrs,Delhi-NCR,Software Engineer,2600000,JavaScript,Languages
StateStreet Global Advisor Pvt Ltd,8 - 10 yrs,Delhi-NCR,Software Engineer,2100000,JavaScript,Languages
AgreeYa,8 - 10 yrs,Delhi-NCR,Software Engineer,2100000,AWS,Cloud
E&Y,8 - 10 yrs,Delhi-NCR,Software Engineer,2600000,Node.js,Frameworks
3D PLM Software Solutions Ltd.,8 - 10 yrs,Delhi-NCR,Software Engineer,2400000,Node.js,Frameworks
Info Edge India,8 - 10 yrs,Delhi-NCR,Software Engineer,2900000,JavaScript,Languages
IBM,8 - 10 yrs,Delhi-NCR,Software Engineer,2500000,Java,Languages
Accenture,8 - 10 yrs,Delhi-NCR,Software Engineer,2300000,JavaScript,Languages
IBM,8 - 10 yrs,Delhi-NCR,Software Engineer,2200000,Java,Languages
IBM,8 - 10 yrs,Delhi-NCR,Software Engineer,3000000,Node.js,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Software Engineer,2500000,Node.js,Frameworks
IBM,8 - 10 yrs,Delhi-NCR,Software Engineer,2700000,Node.js,Frameworks
Squareroot Consulting Pvt Ltd.,8 - 10 yrs,Delhi-NCR,Software Engineer,2200000,JavaScript,Languages
BNY Mellon,8 - 10 yrs,Delhi-NCR,Software Engineer,2500000,JavaScript,Languages
Seven Consultancy (HR Solution),8 - 10 yrs,Delhi-NCR,Software Engineer,2100000,JavaScript,Languages
Oliver Inhouse India Private Limited,8 - 10 yrs,Delhi-NCR,Software Engineer,2600000,Node.js,Frameworks
Continuum Global,8 - 10 yrs,Delhi-NCR,Software Engineer,3000000,AWS,Cloud
PCDS Infotech (P). Ltd,8 - 10 yrs,Delhi-NCR,Software Engineer,2900000,Node.js,Frameworks
IQVIA RDS India Pvt Ltd,8 - 10 yrs,Delhi-NCR,Software Engineer,2100000,Java,Languages
PCDS InfoTech,8 - 10 yrs,Delhi-NCR,Software Engineer,2600000,C,Languages
RGF Professional Recruitment,8 - 10 yrs,Delhi-NCR,Software Engineer,2400000,Java,Languages
ideaTree,8 - 10 yrs,Delhi-NCR,Software Engineer,2800000,Angular,Frameworks
DecisionTree Analytics and Services Private Limited,8 - 10 yrs,Delhi-NCR,Software Engineer,2800000,Node.js,Frameworks
Vision Beyond Resources India Private Limited,8 - 10 yrs,Delhi-NCR,Software Engineer,3000000,JavaScript,Languages
Diverse Lynx,8 - 10 yrs,Delhi-NCR,Software Engineer,2700000,Node.js,Frameworks
Parity Cube,8 - 10 yrs,Delhi-NCR,Software Engineer,2700000,Node.js,Frameworks
Datum Software Lab Private Limited,8 - 10 yrs,Delhi-NCR,Software Engineer,2800000,C,Languages
Anicalls,8 - 10 yrs,Delhi-NCR,Software Engineer,2400000,C,Languages
Anicalls,8 - 10 yrs,Delhi-NCR,Software Engineer,2600000,AWS,Cloud
HEXONICA,8 - 10 yrs,Delhi-NCR,Software Engineer,2100000,Node.js,Frameworks
doubledutch,8 - 10 yrs,Delhi-NCR,Software Engineer,2400000,Angular,Frameworks
Alpha Analytics Services Pvt Ltd,8 - 10 yrs,Delhi-NCR,Software Engineer,2000000,Java,Languages
Mirum India,8 - 10 yrs,Delhi-NCR,Software Engineer,2500000,Node.js,Frameworks
